,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
109,CHEMBL3655964,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CC2)nc1,IC50,8.70,2.00,8.70,-0.00
110,CHEMBL3655995,O=C(NO)c1cnc(NC2(c3cc(C(F)(F)F)ccc3F)CC2)nc1,IC50,8.70,2.00,8.70,-0.00
111,CHEMBL3655919,O=C(NO)c1cnc(NCc2ccc(Cl)cc2)nc1,IC50,8.70,2.00,8.70,-0.00
112,CHEMBL3655916,O=C(NO)c1cnc(NCc2ccccc2Cl)nc1,IC50,8.70,2.00,8.70,-0.00
113,CHEMBL3655979,O=C(NO)c1cnc(NC2(c3cc4ccccc4s3)CC2)nc1,IC50,8.70,2.00,8.70,-0.00
114,CHEMBL3655929,O=C(NO)c1cnc(NCc2ccc3c(c2)OCO3)nc1,IC50,8.70,2.00,8.70,-0.00
115,CHEMBL485514,O=C(C=C1c2ccccc2-c2ccccc21)NCCCCCC(=O)NO,IC50,8.70,2.00,8.70,-0.00
116,CHEMBL3356929,O=C1C[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,IC50,8.70,2.00,8.70,-0.00
117,CHEMBL3655942,O=C(NO)c1cnc(NC(c2ccccc2)c2ccccc2)nc1,IC50,8.70,2.00,8.70,-0.00
118,CHEMBL3655990,O=C(NO)c1cnc(NC2(c3cccc(C(F)(F)F)c3)CC2)nc1,IC50,8.70,2.00,8.70,-0.00
119,CHEMBL3356917,Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1,IC50,8.70,2.00,8.70,-0.00
120,CHEMBL3655923,O=C(NO)c1cnc(NCc2cccc(C(F)(F)F)c2)nc1,IC50,8.70,2.00,8.70,-0.00
121,CHEMBL3655994,O=C(NO)c1cnc(NC2(c3cccc(OC(F)(F)F)c3)CC2)nc1,IC50,8.70,2.00,8.70,-0.00
122,CHEMBL3655997,O=C(NO)c1cnc(NC2(c3ccc4c(c3)OCO4)CC2)nc1,IC50,8.70,2.00,8.70,-0.00
123,CHEMBL3655996,Cc1ccccc1C1(Nc2ncc(C(=O)NO)cn2)CC1,IC50,8.70,2.00,8.70,-0.00
124,CHEMBL3356923,Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@H]2CCC(=O)N2)c1,IC50,8.70,2.00,8.70,-0.00
125,CHEMBL4066262,CN1C(=O)[C@H]2CN(Cc3c2c2ccccc2n3Cc2ccc(C(=O)NO)cc2)C1=O,Ki,8.70,2.01,8.70,-0.00
126,CHEMBL4443998,C[C@H](NC(=O)c1nc(-c2ncc(-c3ccc(F)cc3)s2)sc1C1CC1)c1ccc(C(=O)NO)cc1,IC50,8.70,2.02,8.69,-0.01
127,CHEMBL4289006,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,IC50,8.68,2.10,8.68,-0.00
128,CHEMBL4250891,COCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,8.68,2.10,8.68,-0.00
129,CHEMBL3948528,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(c3ccccc3)CC2)nc1,IC50,8.68,2.10,8.68,-0.00
130,CHEMBL3917405,O=C(CCCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,8.68,2.10,8.68,-0.00
131,CHEMBL1091475,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(I)cc3)nn2)c1)NO,IC50,8.66,2.20,8.66,-0.00
132,CHEMBL3972758,CN(C(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1)c1ccccc1,IC50,8.66,2.20,8.66,-0.00
133,CHEMBL3914736,Cc1ccnc(NC(=O)NCc2ccc(C(=O)NO)cc2)c1,IC50,8.66,2.20,8.66,-0.00
134,CHEMBL2018303,CC(C)(C)OC(=O)N1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,8.65,2.25,8.65,-0.00
135,CHEMBL3972157,O=C(CCCCCCC(=O)Nc1ccc(NCCOc2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)cc1)NO,IC50,8.64,2.30,8.64,-0.00
136,CHEMBL4237600,CS(=O)(=O)CCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,8.64,2.30,8.64,-0.00
137,CHEMBL4063376,O=C(NO)c1ccc(CNc2cncc3ccccc23)cc1,IC50,8.64,2.31,8.64,-0.00
138,CHEMBL4091237,O=C(NO)c1ccc(CNc2cccc3cnccc23)cc1,IC50,8.63,2.33,8.63,0.00
139,CHEMBL4450360,COc1ccc(-c2cnc(-c3nc(C(=O)N[C@@H](C)c4ccc(C(=O)NO)cc4)c(C4CC4)s3)s2)cc1,IC50,8.62,2.38,8.62,0.00
140,CHEMBL4291041,CN1C(=O)C2Cc3c(n(Cc4ccc(C(=O)NO)cc4)c4ccccc34)CN2C1=O,IC50,8.62,2.38,8.62,0.00
141,CHEMBL3920532,O=C(NO)c1cnc(NC2(c3cc(F)ccc3F)CCOCC2)nc1,IC50,8.62,2.40,8.62,-0.00
142,CHEMBL4280540,CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCC(=O)NO)c3)n2)cc1,IC50,8.62,2.40,8.62,-0.00
143,CHEMBL3952742,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=S)Nc3ccccc3)CC2)nc1,IC50,8.62,2.40,8.62,-0.00
144,CHEMBL4552057,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CCCCCCC(=O)NO)c3n2)cc1,IC50,8.61,2.43,8.61,0.00
145,CHEMBL4082995,O=C(/C=C/c1cccn(CCCc2ccc3ccccc3c2)c1=O)NO,IC50,8.61,2.46,8.61,-0.00
146,CHEMBL2018450,O=C(NO)c1ccc(Cn2c3c(c4ccccc42)CCNC3)cc1,IC50,8.60,2.49,8.60,0.00
147,CHEMBL3933593,O=C(CCCCCC(=O)Nc1ccc(NCCOc2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)cc1)NO,IC50,8.60,2.50,8.60,0.00
148,CHEMBL3934237,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3cccc(F)c3)CC2)nc1,IC50,8.60,2.50,8.60,0.00
149,CHEMBL484489,O=C(/C=C/c1ccc(Cl)cc1F)NCCCCCC(=O)NO,IC50,8.60,2.50,8.60,0.00
150,CHEMBL3893799,Cc1cc2ccccc2n1Cc1ccc(C(=O)NO)cc1,IC50,8.60,2.51,8.60,0.00
151,CHEMBL1094708,Nc1ccc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)cc1,IC50,8.60,2.52,8.60,-0.00
152,CHEMBL468595,Nc1cccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)c1,IC50,8.60,2.54,8.60,-0.00
153,CHEMBL4554522,COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1,IC50,8.59,2.57,8.59,0.00
154,CHEMBL561483,COc1cccc2c(C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34)c[nH]c12,IC50,8.59,2.60,8.59,-0.00
155,CHEMBL3906837,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)OCc3ccccc3)CC2)nc1,IC50,8.59,2.60,8.59,-0.00
156,CHEMBL3621287,O=C(CCCCCNC(=O)Cn1cnc2c(N3CCOCC3)nc(Nc3ccccc3)nc21)NO,IC50,8.59,2.60,8.59,-0.00
157,CHEMBL4237410,O=C(CCCCCn1cc(-c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)nn1)NO,IC50,8.59,2.60,8.59,-0.00
158,CHEMBL483892,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccc(F)cc3)nn2)c1)NO,IC50,8.59,2.60,8.59,-0.00
159,CHEMBL3339029,CN(C)c1ccc(Nc2ncnc3sc(NC(=O)CCCCCCC(=O)NO)cc23)cc1F,IC50,8.57,2.69,8.57,0.00
160,CHEMBL2408778,Nc1ncnc2c1c(-c1ccc(Cl)cc1)nn2-c1cccc(-c2cnnn2CCCCCC(=O)NO)c1,IC50,8.57,2.70,8.57,-0.00
161,CHEMBL4176291,O=C(NO)c1ccc(CN2C(=O)c3cccc4c(N5CCOCC5)ccc(c34)C2=O)cc1,IC50,8.57,2.70,8.57,-0.00
162,CHEMBL4076426,O=C(CS)NCCCCNc1c(Cl)cc(Cl)c2cccnc12,IC50,8.55,2.79,8.55,0.00
163,CHEMBL487107,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2CC(O)c2cccc(Br)c2)c1)NO,IC50,8.55,2.80,8.55,0.00
164,CHEMBL4067006,COc1cc(NC(=O)NOCCCCCC(=O)NO)c2nc(OC)cc(C)c2c1,IC50,8.55,2.80,8.55,0.00
165,CHEMBL3891420,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)nc1,IC50,8.55,2.80,8.55,0.00
166,CHEMBL4456371,COc1cccc(-c2nc(NCc3ccc(/C=C/C(=O)NO)cc3)cc3c2[nH]c2ccccc23)c1,IC50,8.55,2.80,8.55,0.00
167,CHEMBL4098833,O=C(NO)c1ccc(COc2cccc3cccnc23)cc1,IC50,8.55,2.83,8.55,-0.00
168,CHEMBL4299370,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc3)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@]1(C)O,IC50,8.54,2.85,8.55,0.01
169,CHEMBL4060602,O=C(CCCCCn1cc(-c2ncnc3[nH]ccc23)cn1)NO,IC50,8.54,2.90,8.54,-0.00
170,CHEMBL3944941,O=C(NO)c1cnc(NC2(c3cc(F)cc(F)c3)CCCCC2)nc1,IC50,8.54,2.90,8.54,-0.00
171,CHEMBL3901374,CCON1CCC(Nc2ncc(C(=O)NO)cn2)(c2ccccc2)CC1,IC50,8.54,2.90,8.54,-0.00
172,CHEMBL4241141,O=C(CCCCCCn1cc(-c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)nn1)NO,IC50,8.54,2.90,8.54,-0.00
173,CHEMBL1088734,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1)NO,IC50,8.54,2.90,8.54,-0.00
174,CHEMBL3927240,CN1CCN(CCc2cn(CC3=CCC(C(=O)NO)C=C3)c3ccccc23)CC1,IC50,8.53,2.94,8.53,0.00
175,CHEMBL2018444,COc1cccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)C2)c1,IC50,8.53,2.96,8.53,-0.00
176,CHEMBL2018305,CCN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,8.52,2.99,8.52,0.00
177,CHEMBL3655970,Cc1ccc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc1,IC50,8.52,3.00,8.52,0.00
178,CHEMBL3656017,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CCCC2)nc1,IC50,8.52,3.00,8.52,0.00
179,CHEMBL3655947,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(F)cc1F,IC50,8.52,3.00,8.52,0.00
180,CHEMBL3655965,O=C(NO)c1cnc(NC2(c3ccccc3)CCCC2)nc1,IC50,8.52,3.00,8.52,0.00
181,CHEMBL4583074,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(CNc3ncc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,IC50,8.52,3.00,8.52,0.00
182,CHEMBL3656016,Cc1cc(C(F)(F)F)cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)c1,IC50,8.52,3.00,8.52,0.00
183,CHEMBL4456695,O=C(NO)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,IC50,8.52,3.00,8.52,0.00
184,CHEMBL3655935,Cc1cc(Cl)ccc1CNc1ncc(C(=O)NO)cn1,IC50,8.52,3.00,8.52,0.00
185,CHEMBL3655913,O=C(NO)c1cnc(Nc2cccc(-c3ccncc3)c2)nc1,IC50,8.52,3.00,8.52,0.00
186,CHEMBL3656003,Cc1cccc(C2(Nc3ncc(C(=O)NO)cn3)CC2)c1,IC50,8.52,3.00,8.52,0.00
187,CHEMBL3655998,COc1cc(OC)cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)c1,IC50,8.52,3.00,8.52,0.00
188,CHEMBL3655952,CC(C)(Nc1ncc(C(=O)NO)cn1)c1cccc(F)c1,IC50,8.52,3.00,8.52,0.00
189,CHEMBL3356919,O=C1CC[C@@H](C(=O)N[C@H](CCCCCS)C(=O)Nc2ccccc2)N1,IC50,8.52,3.00,8.52,0.00
190,CHEMBL3356526,CN1C(=O)CCC[C@H]1C(=O)N[C@@H](CCCCCS)C(=O)Nc1ccccc1,IC50,8.52,3.00,8.52,0.00
191,CHEMBL3655958,O=C(NO)c1cnc(NC2(c3ccc(F)cc3)CC2)nc1,IC50,8.52,3.00,8.52,0.00
192,CHEMBL3639548,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(F)cc1,IC50,8.52,3.00,8.52,0.00
193,CHEMBL3656000,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3)CC2)nc1,IC50,8.52,3.00,8.52,0.00
194,CHEMBL4456827,CC[C@H](Nc1ncnc(N)c1Cl)c1nc2cccc(NCc3ccc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,IC50,8.52,3.00,8.52,0.00
195,CHEMBL3655999,O=C(NO)c1cnc(NC2(c3ccccc3)CCC2)nc1,IC50,8.52,3.00,8.52,0.00
196,CHEMBL3656015,O=C(NO)c1cnc(NC2(c3cc(Cl)cc(Cl)c3)CC2)nc1,IC50,8.52,3.00,8.52,0.00
197,CHEMBL3656013,O=C(NO)c1cnc(NC2(c3ccc(F)cc3Cl)CC2)nc1,IC50,8.52,3.00,8.52,0.00
198,CHEMBL3656020,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CCCC2)nc1,IC50,8.52,3.00,8.52,0.00
199,CHEMBL468935,Nc1cccc(-c2csc(NC(=O)CCCCCCC(=O)NO)n2)c1,IC50,8.52,3.00,8.52,0.00
200,CHEMBL511212,O=C(CCCCCCC(=O)Nc1nc(-c2ccccc2)cs1)NO,IC50,8.52,3.00,8.52,0.00
202,CHEMBL4162282,Cc1ccc(NC(=O)CN(Cc2ccc(C(=O)NO)cc2)C(=O)c2ccc(N(C)C)cc2)cc1,IC50,8.52,3.00,8.52,0.00
203,CHEMBL3656005,O=C(NO)c1cnc(NC2(c3ccc(Cl)cc3)CC2)nc1,IC50,8.52,3.00,8.52,0.00
204,CHEMBL3353925,O=C1CC[C@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,IC50,8.52,3.00,8.52,0.00
205,CHEMBL4458053,O=C(NO)c1cc(F)c(Cn2nnc(-c3ccco3)n2)c(F)c1,IC50,8.52,3.00,8.52,0.00
206,CHEMBL3652243,COc1cc(Nc2ncc(C(=O)NO)cn2)cc(OC)c1,IC50,8.52,3.00,8.52,0.00
207,CHEMBL3675765,O=C(CCCCCCN(c1ccccn1)c1cc(OCc2ccccc2)ccn1)NO,IC50,8.52,3.00,8.52,0.00
208,CHEMBL3655972,O=C(NO)c1cnc(NC2(c3ccccc3)CCOCC2)nc1,IC50,8.52,3.00,8.52,0.00
209,CHEMBL3655966,O=C(NO)c1cnc(NC(c2ccc(F)cc2)c2ccc(F)cc2)nc1,IC50,8.52,3.00,8.52,0.00
210,CHEMBL3655960,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(Cl)cc1F,IC50,8.52,3.00,8.52,0.00
211,CHEMBL3656002,COc1ccccc1C1(Nc2ncc(C(=O)NO)cn2)CC1,IC50,8.52,3.00,8.52,0.00
212,CHEMBL4568509,Nc1ccc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)cc1,IC50,8.52,3.00,8.52,0.00
213,CHEMBL3655992,O=C(NO)c1cnc(NC2(c3ccc(F)cc3F)CC2)nc1,IC50,8.52,3.00,8.52,0.00
214,CHEMBL3652242,O=C(NO)c1cnc(Nc2cccc(C(F)(F)F)c2)nc1,IC50,8.52,3.00,8.52,0.00
215,CHEMBL2018445,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)C2)cc1,IC50,8.52,3.05,8.52,-0.00
216,CHEMBL2018299,COc1ccc2c(c1)c1c(n2Cc2ccc(C(=O)NO)cc2)CCN(C)C1,IC50,8.51,3.06,8.51,0.00
217,CHEMBL4292408,CN1CCN(c2ccc(Nc3nccc(-c4ccc(NC(=O)CCCCCCC(=O)NO)cc4)n3)cc2)CC1,IC50,8.51,3.10,8.51,-0.00
218,CHEMBL483693,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccccc3)nn2)c1)NO,IC50,8.51,3.10,8.51,-0.00
219,CHEMBL1094709,O=C(CCCCCCC(=O)Nc1cccc(-n2cc(-c3ccccc3)nn2)c1)NO,IC50,8.51,3.10,8.51,-0.00
220,CHEMBL519746,O=C(CCCCCCC(=O)Nc1ccc(-c2cnnn2Cc2ccccc2)cc1)NO,IC50,8.51,3.10,8.51,-0.00
221,CHEMBL4461441,COc1cc(-c2nc(NCc3cccc(/C=C/C(=O)NO)c3)cc3c2[nH]c2ccccc23)cc(OC)c1OC,IC50,8.51,3.10,8.51,-0.00
222,CHEMBL3930620,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,IC50,8.49,3.20,8.49,0.00
223,CHEMBL4438404,O=C(NC(CCCCCSSCCO)C(=O)Nc1cccc2cccnc12)OCc1ccccc1,IC50,8.49,3.20,8.49,0.00
224,CHEMBL4079874,O=C(NO)c1ccc(CNc2ccc3cccnc3c2)cc1,IC50,8.49,3.25,8.49,-0.00
225,CHEMBL4292205,CCCCN1CC(=O)N2Cc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)CC2C1=O,IC50,8.49,3.26,8.49,-0.00
226,CHEMBL1094707,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(C3CCCCC3)nn2)c1)NO,IC50,8.48,3.30,8.48,0.00
227,CHEMBL488747,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2Cc2ccccc2)c1)NO,IC50,8.48,3.30,8.48,0.00
228,CHEMBL2048749,COc1ccc(S(=O)(=O)n2ccc3cc(/C=C/C(=O)NO)ccc32)cc1,IC50,8.48,3.30,8.48,0.00
229,CHEMBL1630208,Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)NO)n2)c1,IC50,8.48,3.30,8.48,0.00
230,CHEMBL4085971,O=C(NO)c1ccc(CNc2cccc3ccncc23)cc1,IC50,8.47,3.35,8.47,0.00
231,CHEMBL4251261,O=C(CCCCCn1cc(-c2cccc(Nc3c4ccccc4nc4ccccc34)c2)nn1)NO,IC50,8.47,3.40,8.47,-0.00
232,CHEMBL484073,O=C(/C=C/c1ccc2cccnc2c1)NCCCCCC(=O)NO,IC50,8.47,3.40,8.47,-0.00
233,CHEMBL3339031,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(N4CCCCC4)c(F)c3)ncnc2s1)NO,IC50,8.47,3.42,8.47,-0.00
234,CHEMBL1631917,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OCCC2,IC50,8.46,3.43,8.46,0.00
235,CHEMBL3339028,CCN(CC)c1ccc(Nc2ncnc3sc(NC(=O)CCCCCCC(=O)NO)cc23)cc1F,IC50,8.46,3.44,8.46,0.00
236,CHEMBL3909186,O=C(NO)c1ccc(Cn2cnc3cncnc32)cc1,IC50,8.46,3.48,8.46,-0.00
237,CHEMBL4113837,O=C(NO)c1ccc(-c2c[nH]c3cncnc23)cc1,IC50,8.46,3.48,8.46,-0.00
238,CHEMBL487742,O=C(CCCCCCC(=O)Nc1ccc(-c2cnnn2-c2ccccc2)cc1)NO,IC50,8.46,3.50,8.46,-0.00
239,CHEMBL4532304,O=C(CCCCCN1C(=O)c2cccc3c(NCc4ccccc4)ccc(c23)C1=O)NO,IC50,8.46,3.50,8.46,-0.00
240,CHEMBL490018,CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO,IC50,8.46,3.50,8.46,-0.00
241,CHEMBL4280050,CC(=O)Nc1ccc(-c2nc(Nc3ccc(OCCCCCC(=O)NO)cc3)ncc2C)cc1,IC50,8.46,3.50,8.46,-0.00
242,CHEMBL4101436,O=C(NO)c1ccc(CNc2cccc3cn[nH]c23)cc1,IC50,8.45,3.56,8.45,-0.00
243,CHEMBL4299435,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,IC50,8.44,3.61,8.44,0.00
244,CHEMBL4531108,O=C(NO)c1ccc(Cn2c3c(c4cc(F)ccc42)CS(=O)(=O)CC3)cc1,IC50,8.43,3.70,8.43,0.00
245,CHEMBL387924,O=C(CCCCCCC(=O)Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)NO,IC50,8.43,3.70,8.43,0.00
246,CHEMBL4281785,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,IC50,8.43,3.70,8.43,0.00
247,CHEMBL3916028,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3c(F)cccc3F)CC2)nc1,IC50,8.43,3.70,8.43,0.00
248,CHEMBL4280893,CCCN1CC(=O)N2Cc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)CC2C1=O,IC50,8.43,3.73,8.43,-0.00
249,CHEMBL3736314,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3cccc(-c4cn(CCCCCCC(=O)NO)nn4)c3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C2=NCCN3C(=O)O[C@@]1(C)[C@H]3[C@H]2C,IC50,8.43,3.76,8.42,-0.01
250,CHEMBL3601333,Cc1ccc(Nc2nccc3ccc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,IC50,8.42,3.77,8.42,0.00
251,CHEMBL4284297,CC(C)CN1CC(=O)N2Cc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)CC2C1=O,IC50,8.42,3.78,8.42,0.00
252,CHEMBL3621292,O=C(CCCCCNC(=O)Cn1cnc2c(Nc3ccccc3)nc(Nc3ccccc3)nc21)NO,IC50,8.42,3.80,8.42,0.00
253,CHEMBL487106,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2Cc2ccc(F)cc2)c1)NO,IC50,8.42,3.80,8.42,0.00
254,CHEMBL1076939,COc1cc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)ccc1F,IC50,8.41,3.85,8.41,0.00
255,CHEMBL3903253,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CCC3(CC2)OCCO3)nc1,IC50,8.41,3.90,8.41,-0.00
256,CHEMBL4218266,COc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)cc1,IC50,8.41,3.92,8.41,-0.00
257,CHEMBL1631918,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OCCC2,IC50,8.41,3.92,8.41,-0.00
258,CHEMBL469275,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)c1,IC50,8.40,3.98,8.40,0.00
259,CHEMBL4464812,CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,8.40,4.00,8.40,-0.00
260,CHEMBL4467927,CC[C@H](Nc1ncnc(N)c1Cl)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,8.40,4.00,8.40,-0.00
261,CHEMBL3655930,O=C(NO)c1cnc(NCc2ccccc2OC(F)(F)F)nc1,IC50,8.40,4.00,8.40,-0.00
262,CHEMBL4578757,CC[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,8.40,4.00,8.40,-0.00
263,CHEMBL3356925,O=C(Nc1ccccc1)[C@H](CCCCCS)NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1,IC50,8.40,4.00,8.40,-0.00
264,CHEMBL3356927,O=C(Nc1ccccc1)[C@H](CCCCCS)NC(=O)[C@@H]1C(=O)NC[C@@H]1c1ccccc1,IC50,8.40,4.00,8.40,-0.00
265,CHEMBL3656006,O=C(NO)c1cnc(NC2(c3ccc(C(F)(F)F)c(F)c3)CC2)nc1,IC50,8.40,4.00,8.40,-0.00
266,CHEMBL4459679,CC[C@H](Nc1cc(C)nc(N)n1)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,8.40,4.00,8.40,-0.00
267,CHEMBL1830536,CC/C=C\CCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,Ki,8.40,4.00,8.40,-0.00
268,CHEMBL3655928,COc1ccccc1CNc1ncc(C(=O)NO)cn1,IC50,8.40,4.00,8.40,-0.00
269,CHEMBL3098694,O=C(CCCCC[C@H](NC(=O)C1C(=O)NCC1c1ccccc1)C(=O)Nc1ccccc1)NO,IC50,8.40,4.00,8.40,-0.00
270,CHEMBL3655926,O=C(NO)c1cnc(NCCc2c[nH]c3ccccc23)nc1,IC50,8.40,4.00,8.40,-0.00
271,CHEMBL4589682,NCc1ccc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)cc1,IC50,8.40,4.00,8.40,-0.00
272,CHEMBL3098606,Cc1ccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)cc1,IC50,8.40,4.00,8.40,-0.00
273,CHEMBL4515782,O=C(NO)c1cc(F)c(Cc2nnc(-c3ccncc3)s2)c(F)c1,IC50,8.40,4.00,8.40,-0.00
274,CHEMBL3655976,O=C(NO)c1cnc(NC2(c3ccco3)CC2)nc1,IC50,8.40,4.00,8.40,-0.00
275,CHEMBL2333340,O=C(NO)c1ccc(C(=O)NCCc2ccccc2)cc1,IC50,8.40,4.00,8.40,-0.00
276,CHEMBL3892427,CCON1CCC(Nc2ncc(C(=O)NO)cn2)(C(C)C)CC1,IC50,8.40,4.00,8.40,-0.00
277,CHEMBL3655986,O=C(NO)c1cnc(NC2(Cc3ccccc3)CC2)nc1,IC50,8.40,4.00,8.40,-0.00
278,CHEMBL3656021,COc1ccc(C2(Nc3ncc(C(=O)NO)cn3)CCCC2)cc1,IC50,8.40,4.00,8.40,-0.00
